nom,image,ville,date,nature d'annonce,prix
 رونو ر19 -1989 ,https://www.avito.ma/thumbs/45/4562983099.jpg,Casablanca,24 Mar,Annonce de professionnel,23 000
 Rnlt Clio 1 Essence -1991 ,https://www.avito.ma/thumbs/10/1007004924.jpg,Benslimane,18 Fév,Annonce de professionnel,22 500
 Sh robot 150i ( Honda ) -2015 ,https://www.avito.ma/thumbs/09/0920303481.jpg,Tan-Tan,17 Fév,Annonce de professionnel,22 500
 VOITURE ROVER 9 CH -1997 ,https://www.avito.ma/thumbs/36/3616198904.jpg,Casablanca,15 Mar,Annonce de professionnel,23 000
 Peugeot 205 bon état a vendre -1984 ,https://www.avito.ma/thumbs/16/1689808355.jpg,Casablanca,24 Fév,Annonce de professionnel,23 000
 fiat uno -1996 ,https://www.avito.ma/thumbs/12/1263551929.jpg,Casablanca,20 Fév,Annonce de professionnel,23 000
 Peugeot 205 -1985 ,https://www.avito.ma/thumbs/09/0980638961.jpg,Casablanca,24 Fév,Annonce de professionnel,23 000
 fiat uno -1996 ,https://www.avito.ma/thumbs/12/1247772550.jpg,Casablanca,20 Fév,Annonce de professionnel,23 000
 peugeot sport 205 -1987 ,https://www.avito.ma/thumbs/89/8962173776.jpg,Fès,28 Jan,Annonce de professionnel,23 000
 205 peugeot -2007 ,https://www.avito.ma/thumbs/89/8948722711.jpg,Taza,28 Jan,Annonce de professionnel,23 000
 R19 chamade 7ch D 2000 -1990 ,https://www.avito.ma/thumbs/89/8955041475.jpg,Salé,28 Jan,Annonce de professionnel,23 000
 Fiat Uno -1996 ,https://www.avito.ma/thumbs/76/7607845360.jpg,Casablanca,15 Jan,Annonce de professionnel,23 000
 KADETT -1986 ,https://www.avito.ma/thumbs/76/7680199756.jpg,Safi,15 Jan,Annonce de professionnel,23 000
 Peugeot 205 -1985 ,https://www.avito.ma/thumbs/76/7680553441.jpg,Salé,15 Jan,Annonce de professionnel,23 000
 opel -2019 ,https://www.avito.ma/thumbs/76/7687069153.jpg,Safi,15 Jan,Annonce de professionnel,23 000
 Peugeot 305 -1984 ,https://www.avito.ma/thumbs/58/5818761963.jpg,Meknès,29 Déc,Annonce de professionnel,23 000
 Aerox R novo diwana 19 -2016 ,https://www.avito.ma/thumbs/70/7029602566.jpg,Berkane,9 Jan,Annonce de professionnel,23 500
 PEUGEOT 308 -1987 ,https://www.avito.ma/thumbs/36/3626221492.jpg,Casablanca,15 Mar,Annonce de professionnel,24 000
 fiat uno -2003 ,https://www.avito.ma/thumbs/30/3008088420.jpg,Ain Harrouda,9 Mar,Annonce de professionnel,24 000
 Suzuki -2009 ,https://www.avito.ma/thumbs/96/9647666378.jpg,Marrakech,4 Fév,Annonce de professionnel,24 000
 Fiat -1998 ,https://www.avito.ma/thumbs/95/9542959302.jpg,Fès,3 Fév,Annonce de professionnel,24 000
 R 19 -1992 ,https://www.avito.ma/thumbs/68/6811215602.jpg,Casablanca,7 Jan,Annonce de professionnel,24 000
 mercedes benz 240 -1981 ,https://www.avito.ma/thumbs/57/5737922497.jpg,Tanger,27 Déc,Annonce de professionnel,24 000
 Hyundai -1986 ,https://www.avito.ma/thumbs/42/4261124015.jpg,Ben Guerir,22 Mar,Annonce de professionnel,25 000
 Renault super 5 -1992 ,https://www.avito.ma/thumbs/79/7924631976.jpg,Fès,26 Déc,Annonce de professionnel,24 000
 Fiat uno -1997 ,https://www.avito.ma/thumbs/56/5613330108.jpg,Salé,26 Déc,Annonce de professionnel,24 000
 مطور رفيع -2006 ,https://www.avito.ma/thumbs/42/4270631032.jpg,Marrakech,21 Mar,Annonce de professionnel,25 000
 موطور -2015 ,https://www.avito.ma/thumbs/41/4147804923.jpg,Tanger,21 Mar,Annonce de professionnel,25 000
 sh robot 125 -2015 ,https://www.avito.ma/thumbs/41/4123311468.jpg,Salé,20 Mar,Annonce de professionnel,25 000
 Peugeot 309 Essence -1990 ,https://www.avito.ma/thumbs/45/4540600018.jpg,Casablanca,15 Déc,Annonce de professionnel,24 000
 Fiat Uno -1995 ,https://www.avito.ma/thumbs/45/4524347363.jpg,Taza,15 Déc,Annonce de professionnel,24 000
 suzuki maruti -2006 ,https://www.avito.ma/thumbs/36/3676701450.jpg,Fès,13 Déc,Annonce de professionnel,24 000
 Fiat Uno -1996 ,https://www.avito.ma/thumbs/33/3391504516.jpg,Meknès,12 Mar,Annonce de professionnel,25 000
 Renault 19 -1997 ,https://www.avito.ma/thumbs/33/3306514676.jpg,Larache,12 Mar,Annonce de professionnel,25 000
 Honda -1998 ,https://www.avito.ma/thumbs/30/3040637067.jpg,Temara,9 Mar,Annonce de professionnel,25 000
 Peugeot 205 -1992 ,https://www.avito.ma/thumbs/28/2878270319.jpg,Casablanca,7 Mar,Annonce de professionnel,25 000
 بيجو مليحة ديوانة 1992 -1984 ,https://www.avito.ma/thumbs/28/2884340584.jpg,Temara,7 Mar,Annonce de professionnel,25 000
 peugeot 205 diesel -1994 ,https://www.avito.ma/thumbs/28/2820407447.jpg,Taza,7 Mar,Annonce de professionnel,25 000
 moto nitro -2018 ,https://www.avito.ma/thumbs/21/2179178129.jpg,Meknès,29 Fév,Annonce de professionnel,25 000
 Peugeot 205 -1986 ,https://www.avito.ma/thumbs/23/2331652178.jpg,Lahraouyine,2 Mar,Annonce de professionnel,25 000
 Renault super 5 -1990 ,https://www.avito.ma/thumbs/17/1728988137.jpg,Rabat,25 Fév,Annonce de professionnel,25 000
 Citroen -1994 ,https://www.avito.ma/thumbs/17/1789011246.jpg,Casablanca,25 Fév,Annonce de professionnel,25 000
 Peugeot 307 cc cabriolet -2005 ,https://www.avito.ma/thumbs/12/1260569880.jpg,Salé,20 Fév,Annonce de professionnel,25 000
 fiat uno -1997 ,https://www.avito.ma/thumbs/10/1032420167.jpg,Béni Mellal,18 Fév,Annonce de professionnel,25 000
 Accent essence 25000 dh -1996 ,https://www.avito.ma/thumbs/08/0845410521.jpg,Casablanca,16 Fév,Annonce de professionnel,25 000
 Fiat -2000 ,https://www.avito.ma/thumbs/03/0399431710.jpg,Mohammedia,11 Fév,Annonce de professionnel,25 000
 Fiat uno br -1984 ,https://www.avito.ma/thumbs/01/0131355615.jpg,El Kelâa des Sraghna,9 Fév,Annonce de professionnel,25 000
 Moteur Fiat 500X 1.6 MultiJet ,https://www.avito.ma/thumbs/50/5086329288.jpg,Tanger,9 Fév,Annonce de professionnel,25 000
 atomiseur importé -2015 ,https://www.avito.ma/thumbs/00/0068044338.jpg,Taourirt,8 Fév,Annonce de professionnel,25 000
 PEUGEOT 309 ESSANCE -1982 ,https://www.avito.ma/thumbs/99/9905442393.jpg,Temara,7 Fév,Annonce de professionnel,25 000
 Fiat uno -1996 ,https://www.avito.ma/thumbs/98/9890309638.jpg,Temara,6 Fév,Annonce de professionnel,25 000
 Peugeot 405 -1988 ,https://www.avito.ma/thumbs/98/9823396536.jpg,Casablanca,6 Fév,Annonce de professionnel,25 000
 Peugeot 309 -1999 ,https://www.avito.ma/thumbs/98/9805899302.jpg,Rabat,6 Fév,Annonce de professionnel,25 000
 309 -1989 ,https://www.avito.ma/thumbs/97/9742991116.jpg,Meknès,6 Fév,Annonce de professionnel,25 000
 Golf Volkswagen -1994 ,https://www.avito.ma/thumbs/95/9599237395.jpg,Laâyoune,3 Fév,Annonce de professionnel,25 000
 C15 -1997 ,https://www.avito.ma/thumbs/94/9474356235.jpg,Casablanca,3 Fév,Annonce de professionnel,25 000
 Fiat Palio -1999 ,https://www.avito.ma/thumbs/92/9211542017.jpg,Marrakech,31 Jan,Annonce de professionnel,25 000
 سيارة -1994 ,https://www.avito.ma/thumbs/90/9004374776.jpg,Essaouira,29 Jan,Annonce de professionnel,25 000
 205 Peugeot -1991 ,https://www.avito.ma/thumbs/88/8835283047.jpg,Casablanca,27 Jan,Annonce de professionnel,25 000
 Renault -1985 ,https://www.avito.ma/thumbs/88/8819538730.jpg,Casablanca,27 Jan,Annonce de professionnel,25 000
 Nitro yamaha -2015 ,https://www.avito.ma/thumbs/87/8728890052.jpg,Meknès,27 Jan,Annonce de professionnel,25 000
 رونو21 -1996 ,https://www.avito.ma/thumbs/84/8480572507.jpg,Essaouira,23 Jan,Annonce de professionnel,25 000
 كولف ,https://www.avito.ma/thumbs/84/8430717383.jpg,Salé,23 Jan,Annonce de professionnel,25 000
 رونو 19 -1992 ,https://www.avito.ma/thumbs/84/8441359686.jpg,Guelmim,23 Jan,Annonce de professionnel,25 000
 R11 Renault -1984 ,https://www.avito.ma/thumbs/84/8425464823.jpg,Souk El Arbaa,23 Jan,Annonce de professionnel,25 000
 Polo Volkswagen -1989 ,https://www.avito.ma/thumbs/80/8081036771.jpg,Fès,19 Jan,Annonce de professionnel,25 000
 Fiat Palio -2000 ,https://www.avito.ma/thumbs/80/8091915191.jpg,Kénitra,19 Jan,Annonce de professionnel,25 000
 Peugeot 309 -1991 ,https://www.avito.ma/thumbs/80/8015251722.jpg,Tanger,19 Jan,Annonce de professionnel,25 000
 بيجو 205اسونس -1998 ,https://www.avito.ma/thumbs/80/8007428540.jpg,Casablanca,19 Jan,Annonce de professionnel,25 000
 toyota corolla -1996 ,https://www.avito.ma/thumbs/77/7746065166.jpg,Casablanca,16 Jan,Annonce de professionnel,25 000
 Golf 1 diesel -1982 ,https://www.avito.ma/thumbs/75/7579644035.jpg,Sidi Slimane,14 Jan,Annonce de professionnel,25 000
 super 5 -1991 ,https://www.avito.ma/thumbs/75/7558801811.jpg,Casablanca,14 Jan,Annonce de professionnel,25 000
 uno essence -1996 ,https://www.avito.ma/thumbs/75/7504572639.jpg,Mohammedia,14 Jan,Annonce de professionnel,25 000
 Renault 19 essence -1990 ,https://www.avito.ma/thumbs/75/7531318093.jpg,Ait Melloul,14 Jan,Annonce de professionnel,25 000
 peugeot 205 -1993 ,https://www.avito.ma/thumbs/73/7351575786.jpg,Rabat,12 Jan,Annonce de professionnel,25 000
 Peugeot 309 -1991 ,https://www.avito.ma/thumbs/70/7096852864.jpg,Agadir,9 Jan,Annonce de professionnel,25 000
 Ford Fiesta -1991 ,https://www.avito.ma/thumbs/64/6475407780.jpg,Meknès,3 Jan,Annonce de professionnel,25 000
 Fiat Palio Essence -1999 ,https://www.avito.ma/thumbs/64/6430812449.jpg,Salé,3 Jan,Annonce de professionnel,25 000
 Mbk stunt -2017 ,https://www.avito.ma/thumbs/59/5915169455.jpg,Casablanca,29 Déc,Annonce de professionnel,25 000
 Peugeot 205 diesl -1994 ,https://www.avito.ma/thumbs/59/5916396503.jpg,Casablanca,29 Déc,Annonce de professionnel,25 000
 Toyota Tercel -1999 ,https://www.avito.ma/thumbs/59/5982147532.jpg,Casablanca,29 Déc,Annonce de professionnel,25 000
 Peugeot 205 -1992 ,https://www.avito.ma/thumbs/62/6243172729.jpg,Casablanca,1 Jan,Annonce de professionnel,25 000
 Fiat -2002 ,https://www.avito.ma/thumbs/45/4556989149.jpg,Tanger,24 Mar,Annonce de professionnel,26 000
 peugeot 405 -1990 ,https://www.avito.ma/thumbs/44/4442785354.jpg,Al Aaroui,23 Mar,Annonce de professionnel,26 000
 Honda -1999 ,https://www.avito.ma/thumbs/43/4399301587.jpg,Fès,22 Mar,Annonce de professionnel,26 000
 Peugeot -1992 ,https://www.avito.ma/thumbs/24/2481813543.jpg,Agadir,3 Mar,Annonce de professionnel,26 000
 Fiat Uno -1995 ,https://www.avito.ma/thumbs/18/1862155396.jpg,Temara,26 Fév,Annonce de professionnel,26 000
 renault -1992 ,https://www.avito.ma/thumbs/34/3422351736.jpg,Nador,13 Mar,Annonce de professionnel,26 000
 fiat uno essence -2000 ,https://www.avito.ma/thumbs/34/3424828512.jpg,Casablanca,13 Mar,Annonce de professionnel,26 000
 fiat -2003 ,https://www.avito.ma/thumbs/99/9925602072.jpg,El Jadida,7 Fév,Annonce de professionnel,26 000
 Fiat -2001 ,https://www.avito.ma/thumbs/99/9961033712.jpg,Agadir,7 Fév,Annonce de professionnel,26 000
 فياط اونو اصانص -1997 ,https://www.avito.ma/thumbs/95/9580715149.jpg,Tifelt,3 Fév,Annonce de professionnel,26 000
 GOLF Gti Rabbit -1983 ,https://www.avito.ma/thumbs/95/9526566399.jpg,Nador,3 Fév,Annonce de professionnel,26 000
 Fiat palio essence -2001 ,https://www.avito.ma/thumbs/82/8255290401.jpg,Casablanca,21 Jan,Annonce de professionnel,26 000
 Renault 11 -2013 ,https://www.avito.ma/thumbs/69/6905411306.jpg,Safi,8 Jan,Annonce de professionnel,26 000
 ALMERA nissan -1997 ,https://www.avito.ma/thumbs/34/3494320481.jpg,Tanger,4 Déc,Annonce de professionnel,25 000
 super 5 n9ya -1995 ,https://www.avito.ma/thumbs/51/5119990480.jpg,Agadir,21 Déc,Annonce de professionnel,25 000
 Peugeot 106 -1995 ,https://www.avito.ma/thumbs/60/6079698524.jpg,Tétouan,30 Déc,Annonce de professionnel,26 000
 Volkswagen GOLF 3 Essence -1992 ,https://www.avito.ma/thumbs/60/6017356418.jpg,Casablanca,30 Déc,Annonce de professionnel,26 000
 Peugeot 205 ,https://www.avito.ma/thumbs/60/6048604828.jpg,Salé,30 Déc,Annonce de professionnel,26 000
 Volkswagen jetta -1986 ,https://www.avito.ma/thumbs/52/5272282108.jpg,Casablanca,22 Déc,Annonce de professionnel,26 000
 SH 125i robot -2015 ,https://www.avito.ma/thumbs/15/1547844575.jpg,El Jadida,23 Fév,Annonce de professionnel,26 500
 golf gol lbi3 -2005 ,https://www.avito.ma/thumbs/29/2904213454.jpg,Casablanca,8 Mar,Annonce de professionnel,26 000
 Clio essence -1994 ,https://www.avito.ma/thumbs/51/5171746983.jpg,Taza,22 Déc,Annonce de professionnel,26 000
 fait uno mliha -2002 ,https://www.avito.ma/thumbs/47/4721538875.jpg,Mohammedia,26 Mar,Annonce de professionnel,27 000
 honda sh robot -2015 ,https://www.avito.ma/thumbs/30/3090782924.jpg,Kénitra,9 Mar,Annonce de professionnel,27 000
 Citroen C15 -2000 ,https://www.avito.ma/thumbs/46/4632881315.jpg,Kénitra,25 Mar,Annonce de professionnel,27 000
 sh robo -2015 ,https://www.avito.ma/thumbs/45/4518648649.jpg,Kénitra,24 Mar,Annonce de professionnel,27 000
 YAMAHA YZ85 -2016 ,https://www.avito.ma/thumbs/45/4568880138.jpg,Casablanca,24 Mar,Annonce de professionnel,27 000
 Sh robot 125 -2014 ,https://www.avito.ma/thumbs/45/4551243698.jpg,Marrakech,24 Mar,Annonce de professionnel,27 000
 Daihatsu YRV -2003 ,https://www.avito.ma/thumbs/33/3350104671.jpg,Casablanca,12 Mar,Annonce de professionnel,27 000
 Fiat Uno -1997 ,https://www.avito.ma/thumbs/25/2570923661.jpg,Guercif,4 Mar,Annonce de professionnel,27 000
 Aerox R Nacked -2018 ,https://www.avito.ma/thumbs/25/2590430586.jpg,Casablanca,4 Mar,Annonce de professionnel,27 000
 Fiat uno -1998 ,https://www.avito.ma/thumbs/21/2188625320.jpg,Tanger,29 Fév,Annonce de professionnel,27 000
 R19 essence -1992 ,https://www.avito.ma/thumbs/18/1829687171.jpg,Kénitra,26 Fév,Annonce de professionnel,27 000
 205 diesel -1994 ,https://www.avito.ma/thumbs/18/1834235487.jpg,Casablanca,26 Fév,Annonce de professionnel,27 000
 Sh 125 -2015 ,https://www.avito.ma/thumbs/18/1830296588.jpg,Casablanca,26 Fév,Annonce de professionnel,27 000
 Renault 21 -1986 ,https://www.avito.ma/thumbs/12/1248095280.jpg,Oued Zem,20 Fév,Annonce de professionnel,27 000
 Renault R19 chamade -1999 ,https://www.avito.ma/thumbs/12/1235499005.jpg,Kénitra,20 Fév,Annonce de professionnel,27 000
 Fiat Uno -1997 ,https://www.avito.ma/thumbs/12/1279377710.jpg,Tan-Tan,20 Fév,Annonce de professionnel,27 000
 Ru Hassan 2 -2002 ,https://www.avito.ma/thumbs/04/0468165708.jpg,Benslimane,12 Fév,Annonce de professionnel,27 000
 Peugeot 309 -1987 ,https://www.avito.ma/thumbs/00/0061328552.jpg,Salé,8 Fév,Annonce de professionnel,27 000
 Honda SH 125 -2015 ,https://www.avito.ma/thumbs/00/0033266372.jpg,Tanger,8 Fév,Annonce de professionnel,27 000
 Peugeot 306 -1998 ,https://www.avito.ma/thumbs/00/0061961691.jpg,Casablanca,8 Fév,Annonce de professionnel,27 000
 Peuguot 205 -1989 ,https://www.avito.ma/thumbs/00/0089274267.jpg,Casablanca,8 Fév,Annonce de professionnel,27 000
 فيات أونو -1996 ,https://www.avito.ma/thumbs/77/7705181873.jpg,Salé,17 Jan,Annonce de professionnel,27 000
 Fiat-uno -1999 ,https://www.avito.ma/thumbs/77/7795021121.jpg,Casablanca,17 Jan,Annonce de professionnel,27 000
 Vespa 50cc 4t -2019 ,https://www.avito.ma/thumbs/69/6920908166.jpg,Tanger,8 Jan,Annonce de professionnel,27 000
 R9 ESSENCE -1992 ,https://www.avito.ma/thumbs/65/6514351445.jpg,Salé,4 Jan,Annonce de professionnel,27 000
 Renault R19 -1991 ,https://www.avito.ma/thumbs/60/6020042524.jpg,Meknès,30 Déc,Annonce de professionnel,27 000
 كولف 2 -1986 ,https://www.avito.ma/thumbs/60/6000809904.jpg,Casablanca,30 Déc,Annonce de professionnel,27 000
 Toyota Corolla Diesel -1993 ,https://www.avito.ma/thumbs/55/5565286746.jpg,Nador,25 Déc,Annonce de professionnel,27 000
 فياط سيينا -1998 ,https://www.avito.ma/thumbs/51/5128799444.jpg,Safi,21 Déc,Annonce de professionnel,27 000
 Toyota Hi Ace Diesel -1985 ,https://www.avito.ma/thumbs/31/3134303776.jpg,Casablanca,10 Mar,Annonce de professionnel,27 500
 Sh Robot Www -2015 ,https://www.avito.ma/thumbs/31/3101565414.jpg,Casablanca,10 Mar,Annonce de professionnel,27 500
 Sh125 -2015 ,https://www.avito.ma/thumbs/95/9515907607.jpg,Casablanca,3 Fév,Annonce de professionnel,27 500
 Suzuki Maruti -2009 ,https://www.avito.ma/thumbs/55/5512239262.jpg,Marrakech,25 Déc,Annonce de professionnel,27 800
 toyota starlet -1998 ,https://www.avito.ma/thumbs/89/8938094813.jpg,Salé,28 Jan,Annonce de professionnel,27 000
 Citroine xantia -1996 ,https://www.avito.ma/thumbs/98/9861598872.jpg,Marrakech,6 Fév,Annonce de professionnel,27 000
 peugeot -1992 ,https://www.avito.ma/thumbs/38/3875235128.jpg,Khemisset,17 Mar,Annonce de professionnel,28 000
 volvo S60 -2006 ,https://www.avito.ma/thumbs/33/3363115499.jpg,Casablanca,12 Mar,Annonce de professionnel,28 000
 Mazda -2001 ,https://www.avito.ma/thumbs/84/8459619948.jpg,Rabat,23 Jan,Annonce de professionnel,27 000
 Honda Tornado 250 cc -2011 ,https://www.avito.ma/thumbs/28/2876441087.jpg,Marrakech,7 Mar,Annonce de professionnel,28 000
 Fiat Uno -2001 ,https://www.avito.ma/thumbs/25/2571803215.jpg,Ouarzazate,4 Mar,Annonce de professionnel,28 000
 peugeot 309 -1989 ,https://www.avito.ma/thumbs/22/2257992457.jpg,Agadir,1 Mar,Annonce de professionnel,28 000
 309 -1990 ,https://www.avito.ma/thumbs/18/1858015442.jpg,Had Soualem,26 Fév,Annonce de professionnel,28 000
 Peugeot -1984 ,https://www.avito.ma/thumbs/01/0114105838.jpg,Taza,9 Fév,Annonce de professionnel,28 000
 Sh Honda 125i -2016 ,https://www.avito.ma/thumbs/05/0568358488.jpg,Khouribga,13 Fév,Annonce de professionnel,28 000
 Peugeot 205 -1993 ,https://www.avito.ma/thumbs/98/9877726726.jpg,Settat,6 Fév,Annonce de professionnel,28 000
 مراكش الافاق -2012 ,https://www.avito.ma/thumbs/98/9813388353.jpg,Marrakech,6 Fév,Annonce de professionnel,28 000
 Super 5 -1986 ,https://www.avito.ma/thumbs/96/9649274940.jpg,Taza,4 Fév,Annonce de professionnel,28 000
 DAEWoo -2001 ,https://www.avito.ma/thumbs/96/9673681782.jpg,Ifrane,4 Fév,Annonce de professionnel,28 000
 Peugeot -1991 ,https://www.avito.ma/thumbs/92/9240881754.jpg,Guercif,31 Jan,Annonce de professionnel,28 000
 Mercedes -1981 ,https://www.avito.ma/thumbs/89/8982773692.jpg,Tanger,28 Jan,Annonce de professionnel,28 000
 Fiat Uno ,https://www.avito.ma/thumbs/85/8587308828.jpg,Tanger,24 Jan,Annonce de professionnel,28 000
 Renault -1988 ,https://www.avito.ma/thumbs/11/1108409244.jpg,Ouislane,19 Fév,Annonce de professionnel,28 000
 voiture -2009 ,https://www.avito.ma/thumbs/82/8233256191.jpg,Fès,21 Jan,Annonce de professionnel,28 000
 Renault R9 -1983 ,https://www.avito.ma/thumbs/78/7861555774.jpg,Meknès,17 Jan,Annonce de professionnel,28 000
 Renault 4 -1990 ,https://www.avito.ma/thumbs/75/7537109946.jpg,Casablanca,14 Jan,Annonce de professionnel,28 000
 Renault r19 mode 92 dew 2009 -1992 ,https://www.avito.ma/thumbs/78/7894833429.jpg,Temara,17 Jan,Annonce de professionnel,28 000
 renault 19 -1990 ,https://www.avito.ma/thumbs/78/7801030518.jpg,Temara,17 Jan,Annonce de professionnel,28 000
 Renault R19 -2000 ,https://www.avito.ma/thumbs/78/7854642059.jpg,Touissit,17 Jan,Annonce de professionnel,28 000
 250d -1987 ,https://www.avito.ma/thumbs/75/7544951701.jpg,Temara,14 Jan,Annonce de professionnel,28 000
 Mercedes 250 -1987 ,https://www.avito.ma/thumbs/75/7567333405.jpg,Temara,14 Jan,Annonce de professionnel,28 000
 Fiat uno diesel -2001 ,https://www.avito.ma/thumbs/65/6542043451.jpg,Tanger,4 Jan,Annonce de professionnel,28 000
 Golf 3 -1992 ,https://www.avito.ma/thumbs/68/6807662324.jpg,Fès,7 Jan,Annonce de professionnel,28 000
 BMW 523 mod 01 -2001 ,https://www.avito.ma/thumbs/65/6521079552.jpg,Casablanca,4 Jan,Annonce de professionnel,28 000
 sh hounda 125i -2015 ,https://www.avito.ma/thumbs/65/6593485499.jpg,Marrakech,4 Jan,Annonce de professionnel,28 000
 sh 125 abs -2015 ,https://www.avito.ma/thumbs/65/6554121090.jpg,Agadir,4 Jan,Annonce de professionnel,28 000
 honda sh a9 -2015 ,https://www.avito.ma/thumbs/65/6537730271.jpg,Tanger,4 Jan,Annonce de professionnel,28 000
 accent -2002 ,https://www.avito.ma/thumbs/64/6496832573.jpg,Salé,3 Jan,Annonce de professionnel,28 000
 uno -1998 ,https://www.avito.ma/thumbs/68/6884991910.jpg,Casablanca,7 Jan,Annonce de professionnel,28 000
 Peugeot 205 diesel -1984 ,https://www.avito.ma/thumbs/57/5782301265.jpg,Casablanca,27 Déc,Annonce de professionnel,28 000
 peugeot 306 -1998 ,https://www.avito.ma/thumbs/54/5460152796.jpg,Casablanca,24 Déc,Annonce de professionnel,28 000
 Peugeot -1994 ,https://www.avito.ma/thumbs/61/6190165456.jpg,Fquih Ben Saleh,1 Jan,Annonce de professionnel,28 000
 Golf 2 essence -1993 ,https://www.avito.ma/thumbs/30/3046363915.jpg,Sidi Slimane,30 Nov,Annonce de professionnel,28 000
